Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,Vehicle Images
09/07/2024 14:52,14:52:00,CNR2747846957,Success,CID700413,Prime Sedan,Majestic,Malleshwaram,308,140,null,null,No,null,896,UPI,45,4,4.1,#NAME?
05/07/2024 09:33,09:33:00,CNR4795488474,Success,CID943263,Prime Sedan,Peenya,Frazer Town,189,60,null,null,No,null,151,Credit Card,11,4,4.8,#NAME?
06/07/2024 10:00,10:00:00,CNR6662649739,Success,CID295666,Auto,Ramamurthy Nagar,Banashankari,189,35,null,null,No,null,940,Debit Card,7,3.2,3.5,#NAME?
10/07/2024 09:28,09:28:00,CNR2524442918,Success,CID471692,Prime Plus,Hulimavu,RT Nagar,98,140,null,null,No,null,729,Credit Card,13,4.5,5,#NAME?
01/07/2024 10:12,10:12:00,CNR4977956798,Success,CID782900,Auto,Banashankari,Sarjapur Road,189,45,null,null,No,null,128,Cash,1,4.6,4.8,#NAME?
26/07/2024 15:07,15:07:00,CNR2002215420,Success,CID109502,Prime SUV,Whitefield,BTM Layout,77,75,null,null,No,null,274,Cash,42,4,3.4,#NAME?
13/07/2024 04:23,04:23:00,CNR9590311980,Success,CID957268,Auto,Bannerghatta Road,Tumkur Road,105,25,null,null,Yes,Customer Demand,352,Cash,8,5,3.8,#NAME?
30/07/2024 05:14,05:14:00,CNR3124565731,Success,CID578023,Auto,Basavanagudi,Chickpet,189,55,null,null,No,null,238,UPI,6,4.5,3,#NAME?
20/07/2024 11:34,11:34:00,CNR6090870401,Success,CID301446,Prime SUV,Ramamurthy Nagar,KR Puram,280,30,null,null,No,null,477,Cash,19,4.1,4.3,#NAME?
23/07/2024 15:38,15:38:00,CNR9405757355,Success,CID176162,Auto,Richmond Town,Banashankari,196,145,null,null,No,null,186,UPI,15,4.7,4.6,#NAME?
01/07/2024 11:55,11:55:00,CNR7078608984,Driver Not Found,CID926832,eBike,Shantinagar,Hebbal,null,null,null,null,null,null,117,null,0,null,null,#NAME?
10/07/2024 18:52,18:52:00,CNR4166475803,Success,CID615978,Prime SUV,Banashankari,Yelahanka,168,90,null,null,No,null,193,UPI,13,3.8,3.2,#NAME?
06/07/2024 12:51,12:51:00,CNR3641224150,Success,CID431557,Mini,Majestic,Magadi Road,98,60,null,null,No,null,395,UPI,41,4.3,4.8,#NAME?
14/07/2024 16:42,16:42:00,CNR7307808711,Success,CID928859,Prime SUV,MG Road,BTM Layout,147,75,null,null,No,null,857,Cash,45,4.7,4,#NAME?
16/07/2024 22:49,22:49:00,CNR9207534980,Canceled by Driver,CID926602,Prime Plus,Whitefield,Kammanahalli,null,null,null,Customer related issue,null,null,819,null,0,null,null,#NAME?
13/07/2024 10:16,10:16:00,CNR8478607960,Success,CID374876,Prime Sedan,Shivajinagar,BTM Layout,35,45,null,null,No,null,484,UPI,16,4.1,4.5,#NAME?
04/07/2024 08:50,08:50:00,CNR6867991693,Success,CID139968,Prime Plus,Bellandur,Indiranagar,84,70,null,null,No,null,648,Cash,3,4.9,4.8,#NAME?
04/07/2024 11:55,11:55:00,CNR4134417165,Success,CID298474,Bike,Ulsoor,Whitefield,196,130,null,null,No,null,153,Cash,20,4.1,3.9,#NAME?
21/07/2024 01:50,01:50:00,CNR6026842144,Success,CID533256,Prime SUV,Bannerghatta Road,Padmanabhanagar,70,140,null,null,No,null,232,Credit Card,28,4.3,4.7,#NAME?
05/07/2024 08:41,08:41:00,CNR1373400641,Canceled by Driver,CID137733,Mini,Shivajinagar,Kadugodi,null,null,null,More than permitted people in there,null,null,478,null,0,null,null,#NAME?
01/07/2024 05:01,05:01:00,CNR7756361076,Canceled by Driver,CID843494,Auto,Koramangala,Hebbal,null,null,null,Customer was coughing/sick,null,null,850,null,0,null,null,#NAME?
06/07/2024 00:38,00:38:00,CNR1058833099,Success,CID705304,Bike,Frazer Town,Jayanagar,294,75,null,null,No,null,673,Cash,25,4.1,3.6,#NAME?
22/07/2024 12:46,12:46:00,CNR8150133799,Driver Not Found,CID406881,eBike,Chickpet,HSR Layout,null,null,null,null,null,null,315,null,0,null,null,#NAME?
20/07/2024 00:11,00:11:00,CNR3136784868,Success,CID703583,Prime SUV,Shivajinagar,Indiranagar,63,125,null,null,No,null,1033,Cash,2,4.1,3.6,#NAME?
17/07/2024 03:54,03:54:00,CNR2919641369,Canceled by Customer,CID137586,Prime SUV,Tumkur Road,Langford Town,null,null,Driver is not moving towards pickup location,null,null,null,825,null,0,null,null,#NAME?
23/07/2024 23:49,23:49:00,CNR4311649934,Canceled by Customer,CID379072,Prime SUV,Sahakar Nagar,Hosur Road,null,null,Wrong Address,null,null,null,213,null,0,null,null,#NAME?
28/07/2024 13:53,13:53:00,CNR8258871692,Driver Not Found,CID804974,Auto,Peenya,Cox Town,null,null,null,null,null,null,125,null,0,null,null,#NAME?
29/07/2024 00:08,00:08:00,CNR7844432925,Success,CID635965,Prime SUV,Electronic City,KR Puram,280,80,null,null,No,null,362,Cash,36,4.1,4.6,#NAME?
03/07/2024 16:49,16:49:00,CNR3149119791,Success,CID606573,Mini,Hebbal,Ulsoor,224,50,null,null,No,null,471,Credit Card,22,3.5,3.3,#NAME?
01/07/2024 22:15,22:15:00,CNR6545513695,Success,CID932866,Prime SUV,Kengeri,Devanahalli,252,125,null,null,No,null,163,UPI,23,4.3,4.3,#NAME?
13/07/2024 03:12,03:12:00,CNR6427297269,Success,CID418039,Mini,Shivajinagar,KR Puram,56,140,null,null,No,null,142,Cash,6,3.8,3.6,#NAME?
25/07/2024 03:49,03:49:00,CNR1684336791,Canceled by Customer,CID339379,Prime Plus,HSR Layout,Kengeri,null,null,AC is Not working,null,null,null,451,null,0,null,null,#NAME?
05/07/2024 09:23,09:23:00,CNR8107628541,Canceled by Customer,CID131079,Prime SUV,Peenya,Kadugodi,null,null,Driver is not moving towards pickup location,null,null,null,358,null,0,null,null,#NAME?
03/07/2024 18:16,18:16:00,CNR8516392891,Success,CID214348,Prime Sedan,Shivajinagar,Kadugodi,308,60,null,null,No,null,365,Cash,36,4.9,4,#NAME?
12/07/2024 12:38,12:38:00,CNR5043217856,Canceled by Driver,CID298396,Auto,Sarjapur Road,Chamarajpet,null,null,null,Personal & Car related issue,null,null,752,null,0,null,null,#NAME?
18/07/2024 17:39,17:39:00,CNR7829903493,Canceled by Driver,CID459892,eBike,Indiranagar,Kammanahalli,null,null,null,Customer was coughing/sick,null,null,531,null,0,null,null,#NAME?
17/07/2024 22:51,22:51:00,CNR4290294193,Canceled by Driver,CID451045,Auto,Richmond Town,Sahakar Nagar,null,null,null,Customer was coughing/sick,null,null,111,null,0,null,null,#NAME?
30/07/2024 17:37,17:37:00,CNR4330381266,Success,CID215319,Auto,Banashankari,Rajarajeshwari Nagar,168,135,null,null,No,null,216,UPI,5,4.4,4.3,#NAME?
11/07/2024 10:25,10:25:00,CNR6146948780,Success,CID988392,eBike,Bannerghatta Road,Kammanahalli,196,125,null,null,No,null,147,UPI,39,3.3,3.2,#NAME?
23/07/2024 06:51,06:51:00,CNR4211386643,Canceled by Driver,CID351096,eBike,RT Nagar,HSR Layout,null,null,null,Customer related issue,null,null,433,null,0,null,null,#NAME?
21/07/2024 16:24,16:24:00,CNR5828080027,Success,CID562246,Prime Plus,Sarjapur Road,Banashankari,287,125,null,null,No,null,664,UPI,24,3.6,4.4,#NAME?
24/07/2024 00:10,00:10:00,CNR5043719137,Success,CID638458,Mini,Banashankari,Kammanahalli,98,50,null,null,No,null,159,UPI,40,4,4.7,#NAME?
28/07/2024 16:31,16:31:00,CNR2332223815,Success,CID557188,Mini,Whitefield,Ramamurthy Nagar,70,85,null,null,No,null,556,UPI,27,5,3.2,#NAME?
24/07/2024 02:27,02:27:00,CNR5863244684,Success,CID798517,eBike,Hebbal,HSR Layout,252,110,null,null,Yes,Customer Demand,184,Cash,2,4.3,4.4,#NAME?
19/07/2024 22:54,22:54:00,CNR2051641681,Success,CID776786,Auto,Ulsoor,Kadugodi,294,65,null,null,No,null,295,Cash,6,3.5,3.2,#NAME?
04/07/2024 00:38,00:38:00,CNR6963252366,Success,CID565564,Bike,Yeshwanthpur,Kadugodi,168,145,null,null,No,null,794,Cash,25,4.8,4,#NAME?
02/07/2024 22:59,22:59:00,CNR6561084640,Success,CID983895,Bike,Kengeri,Magadi Road,301,110,null,null,No,null,330,Cash,27,4,4.1,#NAME?
03/07/2024 18:29,18:29:00,CNR8606343558,Success,CID193075,Bike,Kadugodi,Yeshwanthpur,63,95,null,null,No,null,187,UPI,34,4.9,3.8,#NAME?
24/07/2024 10:52,10:52:00,CNR6129451090,Success,CID579290,Prime Sedan,Shantinagar,Bannerghatta Road,84,145,null,null,No,null,487,Cash,9,3.6,3.8,#NAME?
19/07/2024 23:19,23:19:00,CNR8991153488,Canceled by Driver,CID563608,eBike,Vijayanagar,Kadugodi,null,null,null,Personal & Car related issue,null,null,426,null,0,null,null,#NAME?
14/07/2024 08:16,08:16:00,CNR3555127202,Success,CID334563,Auto,Koramangala,Varthur,105,40,null,null,No,null,229,Cash,15,4.6,5,#NAME?
30/07/2024 18:06,18:06:00,CNR2478670622,Success,CID381271,Prime Plus,Hennur,Hosur Road,154,130,null,null,No,null,445,UPI,48,4.9,4.6,#NAME?
29/07/2024 12:13,12:13:00,CNR2637746164,Success,CID131513,Auto,Hebbal,Majestic,182,70,null,null,No,null,134,Cash,8,3.3,4,#NAME?
16/07/2024 10:32,10:32:00,CNR1098685369,Success,CID366678,Auto,Basavanagudi,Nagarbhavi,154,145,null,null,No,null,119,Cash,9,4.2,4,#NAME?
02/07/2024 18:20,18:20:00,CNR3013333422,Driver Not Found,CID377403,eBike,Kadugodi,Hennur,null,null,null,null,null,null,214,null,0,null,null,#NAME?
30/07/2024 09:17,09:17:00,CNR6731320458,Success,CID470881,Prime Sedan,Hosur Road,Koramangala,77,25,null,null,No,null,113,Cash,14,4.9,3.6,#NAME?
28/07/2024 10:17,10:17:00,CNR1523677800,Canceled by Driver,CID967088,Prime SUV,Ramamurthy Nagar,Kammanahalli,null,null,null,Personal & Car related issue,null,null,362,null,0,null,null,#NAME?
09/07/2024 20:36,20:36:00,CNR5683291566,Success,CID221217,Prime SUV,Sahakar Nagar,Indiranagar,119,25,null,null,No,null,545,UPI,6,3.3,4.9,#NAME?
11/07/2024 10:28,10:28:00,CNR9411398805,Success,CID416695,Prime Plus,Padmanabhanagar,RT Nagar,287,95,null,null,No,null,498,Cash,11,3.2,4.3,#NAME?
15/07/2024 22:51,22:51:00,CNR7845975089,Driver Not Found,CID221620,Bike,RT Nagar,Ulsoor,null,null,null,null,null,null,117,null,0,null,null,#NAME?
03/07/2024 22:59,22:59:00,CNR3855977560,Canceled by Driver,CID634914,Prime Sedan,Hulimavu,Richmond Town,null,null,null,More than permitted people in there,null,null,230,null,0,null,null,#NAME?
25/07/2024 01:44,01:44:00,CNR6774178719,Success,CID902361,eBike,KR Puram,Marathahalli,105,35,null,null,No,null,304,Cash,28,3.6,3,#NAME?
27/07/2024 13:10,13:10:00,CNR4046969463,Canceled by Driver,CID788327,Prime Plus,Koramangala,Devanahalli,null,null,null,Personal & Car related issue,null,null,318,null,0,null,null,#NAME?
01/07/2024 21:22,21:22:00,CNR4475747544,Success,CID337010,Prime Sedan,Chickpet,Langford Town,259,95,null,null,No,null,130,Cash,18,3.1,4.9,#NAME?
07/07/2024 16:37,16:37:00,CNR5165798104,Success,CID831932,Bike,Bannerghatta Road,Koramangala,189,75,null,null,No,null,419,Cash,12,4.7,4.2,#NAME?
05/07/2024 15:15,15:15:00,CNR4392965412,Canceled by Driver,CID966732,Prime SUV,Kammanahalli,Richmond Town,null,null,null,Customer related issue,null,null,399,null,0,null,null,#NAME?
22/07/2024 19:30,19:30:00,CNR1167401662,Driver Not Found,CID981323,Mini,JP Nagar,Hulimavu,null,null,null,null,null,null,2900,null,0,null,null,#NAME?
27/07/2024 11:39,11:39:00,CNR2822610940,Success,CID301559,Bike,Mysore Road,Yelahanka,168,70,null,null,No,null,121,Cash,31,4.2,3.1,#NAME?
14/07/2024 01:07,01:07:00,CNR6691577601,Success,CID983207,Prime Sedan,MG Road,RT Nagar,189,90,null,null,No,null,107,UPI,27,3.5,3.3,#NAME?
17/07/2024 21:09,21:09:00,CNR9445908039,Canceled by Customer,CID921864,Mini,Hosur Road,Banashankari,null,null,Driver is not moving towards pickup location,null,null,null,424,null,0,null,null,#NAME?
21/07/2024 20:34,20:34:00,CNR3423157511,Canceled by Driver,CID704228,Bike,Electronic City,Nagarbhavi,null,null,null,Customer was coughing/sick,null,null,307,null,0,null,null,#NAME?
19/07/2024 17:32,17:32:00,CNR1324239592,Success,CID647625,eBike,KR Puram,Kammanahalli,119,70,null,null,No,null,583,Cash,40,4.5,4.2,#NAME?
05/07/2024 01:18,01:18:00,CNR8086928686,Canceled by Driver,CID506037,Mini,Nagarbhavi,MG Road,null,null,null,Personal & Car related issue,null,null,325,null,0,null,null,#NAME?
22/07/2024 05:44,05:44:00,CNR3412387949,Success,CID786300,Prime Sedan,Majestic,Hulimavu,154,140,null,null,No,null,216,UPI,33,4.4,4.5,#NAME?
07/07/2024 06:55,06:55:00,CNR9728294566,Canceled by Driver,CID444964,Mini,Indiranagar,Whitefield,null,null,null,Customer related issue,null,null,337,null,0,null,null,#NAME?
17/07/2024 21:06,21:06:00,CNR3797886537,Success,CID692922,Prime SUV,KR Puram,Yeshwanthpur,196,120,null,null,No,null,373,Cash,26,4.6,4.1,#NAME?
16/07/2024 03:12,03:12:00,CNR2918335042,Canceled by Customer,CID267651,Bike,Magadi Road,Vijayanagar,null,null,Change of plans,null,null,null,121,null,0,null,null,#NAME?
23/07/2024 08:56,08:56:00,CNR7683288053,Success,CID472301,Prime Plus,Vijayanagar,KR Puram,140,135,null,null,No,null,584,UPI,18,3.1,3.3,#NAME?
30/07/2024 04:29,04:29:00,CNR7308621555,Canceled by Customer,CID255257,Mini,Sahakar Nagar,Whitefield,null,null,AC is Not working,null,null,null,372,null,0,null,null,#NAME?
01/07/2024 23:33,23:33:00,CNR6893200456,Canceled by Driver,CID590573,Prime SUV,Whitefield,Rajarajeshwari Nagar,null,null,null,Personal & Car related issue,null,null,482,null,0,null,null,#NAME?
28/07/2024 01:48,01:48:00,CNR8506315424,Canceled by Customer,CID384102,Mini,Hosur Road,Peenya,null,null,Wrong Address,null,null,null,169,null,0,null,null,#NAME?
07/07/2024 05:42,05:42:00,CNR6289456005,Driver Not Found,CID341767,Bike,Malleshwaram,Malleshwaram,null,null,null,null,null,null,655,null,0,null,null,#NAME?
26/07/2024 10:10,10:10:00,CNR3652386033,Success,CID718764,Bike,Jayanagar,MG Road,119,30,null,null,No,null,398,UPI,4,3.3,3.3,#NAME?
24/07/2024 11:32,11:32:00,CNR7500140086,Success,CID711398,Prime SUV,Langford Town,Tumkur Road,154,90,null,null,No,null,198,Cash,2,3.3,3.6,#NAME?
15/07/2024 09:55,09:55:00,CNR9206491878,Driver Not Found,CID219381,Prime Sedan,Rajajinagar,Padmanabhanagar,null,null,null,null,null,null,482,null,0,null,null,#NAME?
29/07/2024 03:17,03:17:00,CNR1508971604,Success,CID902685,Prime Sedan,Hebbal,BTM Layout,238,140,null,null,No,null,305,UPI,23,3.8,4.4,#NAME?
03/07/2024 15:14,15:14:00,CNR4004898445,Canceled by Driver,CID501660,Mini,Peenya,Padmanabhanagar,null,null,null,More than permitted people in there,null,null,294,null,0,null,null,#NAME?
06/07/2024 07:14,07:14:00,CNR8826275068,Success,CID257693,Prime Sedan,Richmond Town,Tumkur Road,252,65,null,null,No,null,161,Cash,5,4.1,4,#NAME?
02/07/2024 13:18,13:18:00,CNR9942066704,Canceled by Driver,CID908062,Prime Sedan,Yelahanka,Sarjapur Road,null,null,null,Customer related issue,null,null,404,null,0,null,null,#NAME?
01/07/2024 10:09,10:09:00,CNR2361275900,Success,CID429569,Auto,Magadi Road,Peenya,126,60,null,null,No,null,169,Cash,12,4.7,3.8,#NAME?
03/07/2024 09:20,09:20:00,CNR4419040819,Success,CID644474,Bike,Kengeri,Devanahalli,56,45,null,null,No,null,501,UPI,49,4.5,3.1,#NAME?
07/07/2024 16:41,16:41:00,CNR1911058132,Success,CID309575,Mini,Mysore Road,Hosur Road,301,125,null,null,No,null,101,Cash,1,3.6,3.7,#NAME?
20/07/2024 03:47,03:47:00,CNR8926984331,Success,CID860681,Auto,Kengeri,Shantinagar,175,120,null,null,No,null,192,Cash,15,4.6,4.5,#NAME?
18/07/2024 12:57,12:57:00,CNR2191224963,Canceled by Driver,CID702491,Mini,Koramangala,Varthur,null,null,null,More than permitted people in there,null,null,393,null,0,null,null,#NAME?
04/07/2024 21:10,21:10:00,CNR6024993831,Canceled by Customer,CID689882,eBike,Cox Town,Kadugodi,null,null,AC is Not working,null,null,null,414,null,0,null,null,#NAME?
03/07/2024 04:20,04:20:00,CNR3704418934,Canceled by Customer,CID679996,Bike,Yeshwanthpur,Malleshwaram,null,null,Change of plans,null,null,null,1816,null,0,null,null,#NAME?
05/07/2024 06:38,06:38:00,CNR6259704301,Success,CID228411,Prime Sedan,Jayanagar,HSR Layout,161,75,null,null,No,null,366,Cash,28,3.8,3.2,#NAME?
11/07/2024 00:22,00:22:00,CNR4588889454,Driver Not Found,CID955141,Prime SUV,Rajarajeshwari Nagar,Cox Town,null,null,null,null,null,null,417,null,0,null,null,#NAME?
06/07/2024 08:41,08:41:00,CNR9102117353,Success,CID226904,Prime Plus,Cox Town,Magadi Road,231,135,null,null,No,null,2884,UPI,48,3.8,4.9,#NAME?
25/07/2024 07:33,07:33:00,CNR9855871509,Canceled by Driver,CID750118,Prime Sedan,RT Nagar,Mysore Road,null,null,null,Personal & Car related issue,null,null,371,null,0,null,null,#NAME?
30/07/2024 19:29,19:29:00,CNR6491202733,Success,CID188757,Mini,Magadi Road,Cox Town,56,45,null,null,No,null,175,UPI,2,3.4,3.3,#NAME?
11/07/2024 12:39,12:39:00,CNR1767970743,Success,CID989298,Bike,Peenya,Rajarajeshwari Nagar,70,85,null,null,No,null,494,UPI,28,3.1,3.8,#NAME?
30/07/2024 12:04,12:04:00,CNR6136026561,Success,CID233895,eBike,HSR Layout,Bellandur,49,100,null,null,No,null,441,UPI,27,3.1,3.1,#NAME?
23/07/2024 15:34,15:34:00,CNR7642653871,Success,CID877855,Prime Sedan,Banashankari,Sarjapur Road,252,80,null,null,No,null,471,Cash,23,4.4,4.6,#NAME?
05/07/2024 21:57,21:57:00,CNR8369636566,Success,CID718559,Prime Plus,Indiranagar,Yelahanka,210,85,null,null,No,null,389,Cash,14,3.2,4.6,#NAME?
16/07/2024 09:26,09:26:00,CNR8073437118,Canceled by Driver,CID580478,eBike,Hennur,Langford Town,null,null,null,Customer related issue,null,null,202,null,0,null,null,#NAME?
08/07/2024 22:13,22:13:00,CNR5116585243,Canceled by Driver,CID847377,Auto,Tumkur Road,Ulsoor,null,null,null,Customer was coughing/sick,null,null,253,null,0,null,null,#NAME?
09/07/2024 18:33,18:33:00,CNR9699923253,Success,CID398168,Prime SUV,Indiranagar,Basavanagudi,217,105,null,null,No,null,882,Cash,43,3.2,4.1,#NAME?
16/07/2024 08:35,08:35:00,CNR1201589640,Canceled by Customer,CID539191,Prime Sedan,Banashankari,Cox Town,null,null,Driver asked to cancel,null,null,null,176,null,0,null,null,#NAME?
08/07/2024 19:31,19:31:00,CNR1689403754,Success,CID515450,Mini,Devanahalli,Hosur Road,259,120,null,null,No,null,417,UPI,24,4.2,3.8,#NAME?
06/07/2024 23:56,23:56:00,CNR1501229480,Success,CID323779,Mini,Banashankari,Richmond Town,273,55,null,null,No,null,130,Credit Card,41,3.5,4.5,#NAME?
14/07/2024 06:47,06:47:00,CNR8602417067,Success,CID771701,Prime SUV,Cox Town,Basavanagudi,168,40,null,null,No,null,235,UPI,17,3.7,3.7,#NAME?
01/07/2024 09:16,09:16:00,CNR5180944150,Success,CID200875,Prime Sedan,Magadi Road,Bannerghatta Road,231,60,null,null,No,null,325,Credit Card,21,4.7,5,#NAME?
05/07/2024 07:57,07:57:00,CNR5569548787,Success,CID141634,Prime Plus,Banashankari,Shivajinagar,252,40,null,null,No,null,290,UPI,22,4.8,4.4,#NAME?
04/07/2024 23:51,23:51:00,CNR2826030097,Success,CID786912,Bike,Koramangala,Mysore Road,63,25,null,null,No,null,131,Cash,20,4.4,3.1,#NAME?
23/07/2024 18:37,18:37:00,CNR4887495881,Canceled by Customer,CID916150,Prime SUV,Chamarajpet,Ramamurthy Nagar,null,null,AC is Not working,null,null,null,148,null,0,null,null,#NAME?
25/07/2024 02:41,02:41:00,CNR4946474476,Canceled by Customer,CID605609,Bike,Chamarajpet,BTM Layout,null,null,AC is Not working,null,null,null,463,null,0,null,null,#NAME?
24/07/2024 05:57,05:57:00,CNR5414099759,Success,CID387411,Prime Sedan,Rajajinagar,Ramamurthy Nagar,161,140,null,null,No,null,339,UPI,17,3.1,3.4,#NAME?
08/07/2024 20:17,20:17:00,CNR2568139914,Driver Not Found,CID878056,Prime SUV,Whitefield,RT Nagar,null,null,null,null,null,null,314,null,0,null,null,#NAME?
22/07/2024 03:32,03:32:00,CNR8892975500,Success,CID485817,Bike,Rajarajeshwari Nagar,Sahakar Nagar,91,145,null,null,No,null,512,Cash,48,3.1,4.2,#NAME?
19/07/2024 14:31,14:31:00,CNR7552726236,Driver Not Found,CID398384,Prime Plus,Magadi Road,Chickpet,null,null,null,null,null,null,443,null,0,null,null,#NAME?
03/07/2024 21:45,21:45:00,CNR1200026621,Success,CID233911,Prime SUV,Chickpet,Tumkur Road,266,85,null,null,No,null,1467,UPI,32,4.7,3.5,#NAME?
04/07/2024 02:26,02:26:00,CNR4187447284,Driver Not Found,CID657255,Prime SUV,Ramamurthy Nagar,RT Nagar,null,null,null,null,null,null,353,null,0,null,null,#NAME?
01/07/2024 07:28,07:28:00,CNR3659491874,Success,CID573670,Auto,KR Puram,Bannerghatta Road,154,110,null,null,No,null,444,UPI,1,3.8,4.1,#NAME?
17/07/2024 07:05,07:05:00,CNR3623533429,Success,CID447644,Prime Plus,Basavanagudi,Yeshwanthpur,210,55,null,null,No,null,476,UPI,23,3.1,4.9,#NAME?
13/07/2024 20:08,20:08:00,CNR3824632577,Canceled by Driver,CID713810,Bike,Sahakar Nagar,Koramangala,null,null,null,Personal & Car related issue,null,null,142,null,0,null,null,#NAME?
24/07/2024 06:37,06:37:00,CNR2817233926,Success,CID620466,eBike,Kengeri,Koramangala,154,145,null,null,No,null,471,UPI,26,4.9,3.8,#NAME?
13/07/2024 11:05,11:05:00,CNR2091398962,Success,CID935203,eBike,Bannerghatta Road,Indiranagar,252,40,null,null,No,null,382,Cash,21,3.6,4.2,#NAME?
01/07/2024 00:31,00:31:00,CNR5220085842,Canceled by Driver,CID775449,Prime Sedan,Rajajinagar,Bellandur,null,null,null,Personal & Car related issue,null,null,401,null,0,null,null,#NAME?
28/07/2024 10:43,10:43:00,CNR9795770576,Success,CID518512,Auto,Yelahanka,Basavanagudi,161,30,null,null,No,null,148,Cash,18,3.1,4.1,#NAME?
15/07/2024 19:16,19:16:00,CNR4627809411,Success,CID463284,Auto,Shivajinagar,Electronic City,119,100,null,null,No,null,204,UPI,11,4.8,3.4,#NAME?
17/07/2024 11:21,11:21:00,CNR4003939102,Success,CID193230,Mini,Varthur,Tumkur Road,168,110,null,null,No,null,666,Cash,9,4.5,3,#NAME?
30/07/2024 05:53,05:53:00,CNR1308261538,Success,CID605780,eBike,Richmond Town,Rajarajeshwari Nagar,126,60,null,null,No,null,425,UPI,5,4.8,4.4,#NAME?
17/07/2024 08:58,08:58:00,CNR1556710084,Success,CID201508,Prime Sedan,RT Nagar,JP Nagar,154,105,null,null,No,null,172,Cash,41,3.1,4.2,#NAME?
27/07/2024 09:22,09:22:00,CNR4639016703,Success,CID649293,Prime Plus,Langford Town,Nagarbhavi,98,50,null,null,No,null,398,Cash,35,4.9,3.5,#NAME?
07/07/2024 21:53,21:53:00,CNR3136156514,Canceled by Customer,CID270149,Prime Plus,Indiranagar,Sarjapur Road,null,null,Wrong Address,null,null,null,741,null,0,null,null,#NAME?
24/07/2024 09:47,09:47:00,CNR6635680436,Driver Not Found,CID740522,Prime Plus,Devanahalli,Jayanagar,null,null,null,null,null,null,446,null,0,null,null,#NAME?
16/07/2024 01:47,01:47:00,CNR6522259243,Canceled by Driver,CID499536,Prime Sedan,Tumkur Road,Chamarajpet,null,null,null,More than permitted people in there,null,null,315,null,0,null,null,#NAME?
20/07/2024 02:52,02:52:00,CNR9257492650,Success,CID288060,Bike,MG Road,Shantinagar,112,125,null,null,No,null,470,Cash,38,3.6,4.2,#NAME?
20/07/2024 04:03,04:03:00,CNR9054081319,Success,CID723227,Auto,JP Nagar,Bannerghatta Road,161,40,null,null,No,null,106,UPI,7,3.4,4.9,#NAME?
04/07/2024 03:47,03:47:00,CNR3186546295,Success,CID529533,Prime Plus,Koramangala,Bannerghatta Road,119,135,null,null,No,null,1468,Cash,31,4.7,4.2,#NAME?
11/07/2024 15:19,15:19:00,CNR5237090288,Canceled by Driver,CID422022,Prime SUV,Kadugodi,Jayanagar,null,null,null,Personal & Car related issue,null,null,408,null,0,null,null,#NAME?
04/07/2024 01:18,01:18:00,CNR9526078867,Success,CID900085,eBike,HSR Layout,Hulimavu,294,95,null,null,Yes,Customer Demand,1805,UPI,4,3.7,4,#NAME?
03/07/2024 13:51,13:51:00,CNR2055496400,Canceled by Customer,CID734557,Auto,Mysore Road,Sahakar Nagar,null,null,Driver asked to cancel,null,null,null,2925,null,0,null,null,#NAME?
22/07/2024 00:45,00:45:00,CNR1352748737,Driver Not Found,CID392228,Prime Sedan,Hebbal,Frazer Town,null,null,null,null,null,null,1048,null,0,null,null,#NAME?
29/07/2024 18:24,18:24:00,CNR8505998754,Success,CID393226,Mini,Marathahalli,Shivajinagar,112,130,null,null,No,null,360,UPI,1,4.4,4.7,#NAME?
08/07/2024 14:26,14:26:00,CNR3848737052,Canceled by Customer,CID999015,Mini,Varthur,Kengeri,null,null,Driver is not moving towards pickup location,null,null,null,341,null,0,null,null,#NAME?
27/07/2024 08:42,08:42:00,CNR3022399674,Success,CID791723,eBike,Sarjapur Road,Peenya,287,55,null,null,No,null,310,Cash,2,3.1,4.9,#NAME?
15/07/2024 22:10,22:10:00,CNR4201304521,Success,CID207572,eBike,Kammanahalli,Frazer Town,63,105,null,null,No,null,1289,Cash,3,4.4,3.3,#NAME?
08/07/2024 18:55,18:55:00,CNR9511092010,Success,CID643112,Mini,Majestic,KR Puram,287,80,null,null,No,null,1540,UPI,12,3.4,4.6,#NAME?
24/07/2024 16:00,16:00:00,CNR8110334234,Success,CID107282,Prime Plus,MG Road,Hennur,294,50,null,null,No,null,745,Cash,3,3.8,4.7,#NAME?
19/07/2024 08:32,08:32:00,CNR1820951934,Canceled by Customer,CID228355,Prime SUV,Kammanahalli,Hosur Road,null,null,Driver asked to cancel,null,null,null,459,null,0,null,null,#NAME?
11/07/2024 02:28,02:28:00,CNR3295449162,Success,CID182011,Prime SUV,Indiranagar,JP Nagar,126,45,null,null,No,null,313,Cash,38,3.4,3.3,#NAME?
04/07/2024 01:18,01:18:00,CNR8642502474,Canceled by Driver,CID252880,Prime Sedan,Hebbal,Koramangala,null,null,null,Customer was coughing/sick,null,null,130,null,0,null,null,#NAME?
04/07/2024 13:30,13:30:00,CNR9405769135,Success,CID841846,eBike,Peenya,Padmanabhanagar,168,115,null,null,No,null,517,Cash,14,3.6,4.7,#NAME?
